Védaquais;ve.da.kɛ
voguassent;vɔ.ɡas
voguasses;vɔ.ɡas
voguassiez;vɔ.ɡa.sje
voguassions;vɔ.ɡa.sjɔ̃
vogue;vɔɡ
voguent;vɔɡ
voguera;vɔ.ɡə.ʁa
voguerai;vɔ.ɡə.ʁe
vogueraient;vɔ.ɡə.ʁɛ
voguerais;vɔ.ɡə.ʁɛ
voguerait;vɔ.ɡə.ʁɛ
vogueras;vɔ.ɡə.ʁa
voguerez;vɔ.ɡə.ʁe
vogueriez;vɔ.ɡə.ʁje
voguerions;vɔ.ɡə.ʁjɔ̃
voguerons;vɔ.ɡə.ʁɔ̃
vogueront;vɔ.ɡə.ʁɔ̃
vogues;vɔɡ
vogueur;vɔl.ka.ni.ze
voguez;vɔ.ɡe
voguiez;vɔ.ɡje
voguions;vɔ.ɡjɔ̃
voguons;vɔ.ɡɔ̃
voi;vwa
voici;vwa.si
void;vwa
voie;vwa
voient;vwa
voies;vwa
voilà;vwa.la
voilâmes;vwa.lam
voilât;vwa.la
voilâtes;vwa.lat
voilèrent;vwa.lɛʁ
voilé;vwa.le
voilée;vwa.le
voilées;vwa.le
voilés;vwa.le
voila;vwa.la
voilage;vwa.laʒ
voilages;vwa.laʒ
voilai;vwa.le
voilaient;vwa.lɛ
voilais;vwa.lɛ
voilait;vwa.lɛ
voilant;vwa.lɑ̃
voilas;vwa.la
voilasse;vwa.las
voilassent;vwa.las
voilasses;vwa.las
voilassiez;vwa.la.sje
voilassions;vwa.la.sjɔ̃
voile;vwal
voilent;vwal
voiler;vwa.le
voilera;vwal.ʁa
voilerai;vwa.lə.ʁe
voileraient;vwa.lə.ʁɛ
voilerais;vwa.lə.ʁɛ
voilerait;vwa.lə.ʁɛ
voileras;vwa.lə.ʁa
voilerez;vwa.lə.ʁe
voilerie;vwal.ʁi
voileries;vwal.ʁi
voileriez;vwa.lə.ʁje
voilerions;vwa.lə.ʁjɔ̃
voilerons;vwa.lə.ʁɔ̃
voileront;vwa.lə.ʁɔ̃
voiles;vwal
voilette;vwa.lɛt
voilettes;vwa.lɛt
voileur;vwa.lœʁ
voileurs;vi.vi.fi.ka.tœʁ
voilez;vwa.le
voilière;vɔl.ka.ni.ze
voilières;vɔʁ.ti.kyl
voili;vwa.li
voilier;vwa.lje
voiliers;vwa.lje
voiliez;vwa.lje
voilions;vwa.ljɔ̃
voilons;vwa.lɔ̃
voilou;vwa.lu
voilure;vwa.lyʁ
voilures;vwa.lyʁ
voir;vwaʁ
voire;vwaʁ
voirie;vwa.ʁi
voisâmes;vwa.zam
voisât;vwa.za
voisâtes;vwa.zat
voisèrent;vwa.zɛʁ
voisé;vwa.ze
voisée;vwa.ze
voisées;vwa.ze
voisés;vwa.ze
vois;vwa
voisa;vwa.za
voisai;vwa.ze
voisaient;vwa.zɛ
voisais;vwa.zɛ
voisait;vwa.zɛ
voisant;vwa.zɑ̃
voisarvi;vwa.tyʁ.baʁ
voisas;vwa.za
voisasse;vwa.zas
voisassent;vwa.zas
voisasses;vwa.zas
voisassiez;vwa.za.sje
voisassions;vwa.za.sjɔ̃
voise;vwaz
voisement;vwaz.mɑ̃
voisements;vi.vi.fi.ka.tœʁ
voisent;vwaz
voiser;vwa.ze
voisera;vwa.zə.ʁa
voiserai;vwa.zə.ʁe
voiseraient;vwa.zə.ʁɛ
voiserais;vwa.zə.ʁɛ
voiserait;vwa.zə.ʁɛ
voiseras;vwa.zə.ʁa
voiserez;vwa.zə.ʁe
voiseriez;vwa.zə.ʁje
voiserions;vwa.zə.ʁjɔ̃
voiserons;vwa.zə.ʁɔ̃
voiseront;vwa.zə.ʁɔ̃
voises;vwaz
voisez;vwa.ze
voisiez;vwa.zje
voisinâmes;vwa.zi.nam
voisinât;vwa.zi.na
voisinâtes;vwa.zi.nat
voisinèrent;vwa.zi.nɛʁ
voisiné;vwa.zi.ne
voisin;vwa.zɛ̃
voisina;vwa.zi.na
voisinage;vwa.zi.naʒ
voisinages;vwa.zi.naʒ
voisinai;vwa.zi.ne
voisinaient;vwa.zi.nɛ
voisinais;vwa.zi.nɛ
voisinait;vwa.zi.nɛ
voisinance;vwa.zi.nɑ̃s
voisinances;vwa.zi.nɑ̃s
voisinant;vwa.zi.nɑ̃
voisinas;vwa.zi.na
voisinasse;vwa.zi.nas
voisinassent;vwa.zi.nas
voisinasses;vwa.zi.nas
voisinassiez;vwa.zi.na.sje
voisinassions;vwa.zi.na.sjɔ̃
voisine;vwa.zin
voisinent;vwa.zin
voisiner;vwa.zi.ne
voisinera;vwa.zi.nə.ʁa
voisinerai;vwa.zi.nə.ʁe
voisineraient;vwa.zi.nə.ʁɛ
voisinerais;vwa.zi.nə.ʁɛ
voisinerait;vwa.zi.nə.ʁɛ
voisineras;vwa.zi.nə.ʁa
voisinerez;vwa.zi.nə.ʁe
voisineriez;vwa.zi.nə.ʁje
voisinerions;vwa.zi.nə.ʁjɔ̃
voisinerons;vwa.zi.nə.ʁɔ̃
voisineront;vwa.zi.nə.ʁɔ̃
voisines;vwa.zin
voisinez;vwa.zi.ne
voisiniez;vwa.zi.nje
voisinions;vwa.zi.njɔ̃
voisinons;vwa.zi.nɔ̃
voisins;vwa.zɛ̃
voisions;vwa.zjɔ̃
voisons;vwa.zɔ̃
voit;vwa
voittaa;vɔd.ka
voiturâmes;vwa.ty.ʁam
voiturât;vwa.ty.ʁa
voiturâtes;vwa.ty.ʁat
voiturèrent;vwa.ty.ʁɛʁ
voituré;vwa.ty.ʁe
voiturée;vwa.ty.ʁe
voiturées;vwa.ty.ʁe
voiturés;vwa.ty.ʁe
voitura;vwa.ty.ʁa
voiturage;vwa.ty.ʁaʒ
voiturages;vwa.ty.ʁaʒ
voiturai;vwa.ty.ʁe
voituraient;vwa.ty.ʁɛ
voiturais;vwa.ty.ʁɛ
voiturait;vwa.ty.ʁɛ
voiturant;vwa.ty.ʁɑ̃
voituras;vwa.ty.ʁa
voiturasse;vwa.ty.ʁas
voiturassent;vwa.ty.ʁas
voiturasses;vwa.ty.ʁas
voiturassiez;vwa.ty.ʁa.sje
voiturassions;vwa.ty.ʁa.sjɔ̃
voiture;vwa.tyʁ
voiturent;vwa.tyʁ
voiturer;vwa.ty.ʁe
voiturera;vwa.ty.ʁə.ʁa
voiturerai;vwa.ty.ʁə.ʁe
voitureraient;vwa.ty.ʁə.ʁɛ
voiturerais;vwa.ty.ʁə.ʁɛ
voiturerait;vwa.ty.ʁə.ʁɛ
voitureras;vwa.ty.ʁə.ʁa
voiturerez;vwa.ty.ʁə.ʁe
voitureriez;vwa.ty.ʁə.ʁje
voiturerions;vwa.ty.ʁə.ʁjɔ̃
voiturerons;vwa.ty.ʁə.ʁɔ̃
voitureront;vwa.ty.ʁə.ʁɔ̃
voitures;vwa.tyʁ
voiturette;vɔ.si.fe.ʁa.sjɔ̃
voiturettes;vwa.ty.ʁɛt
voiturez;vwa.ty.ʁe
voiturier;vwa.ty.ʁje
voituriers;vwa.ty.ʁje
voituriez;vwa.ty.ʁje
voiturin;vwa.ty.ʁɛ̃
voiturions;vwa.ty.ʁjɔ̃
voiturons;vwa.ty.ʁɔ̃
voix;vwa
vojet;vɔ.ʒɛ
vojo;vi.ko
vojplano;vi.ko
vokaka;vɔ.ka.ka
vokakas;vɔ.ka.ka
vokal;vi.za
vokalizar;vɛʁ.so
vokalo;vɛʁ.so
vokanta;vi.bʁo
vokas;vi.bʁo
vokata;vi.bʁo
voki;vi.ko
vokinta;vi.bʁo
vokis;vi.bʁo
vokita;vi.bʁo
vokonta;vi.bʁo
vokos;vi.bʁo
vokota;vi.bʁo
voktanta;vi.bʁo
voktas;vi.bʁo
voktata;vi.bʁo
voktinta;vi.bʁo
voktis;vi.bʁo
voktita;vi.bʁo
vokto;vi.ko
voktonta;vi.bʁo
voktos;vi.bʁo
voktota;vi.bʁo
voktu;vi.bʁo
voktus;vi.bʁo
voku;vi.bʁo
vokus;vi.bʁo
volâmes;vɔ.lam
volât;vɔ.la
volâtes;vɔ.lat
volèrent;vɔ.lɛʁ
volète;vɔ.lɛt
volètent;vɔ.lɛt
volètera;vɔ.lɛ.tə.ʁa
volèterai;vɔ.lɛ.tə.ʁe
volèteraient;vɔ.lɛ.tə.ʁɛ
volèterais;vɔ.lɛ.tə.ʁɛ
volèterait;vɔ.lɛ.tə.ʁɛ
volèteras;vɔ.lɛ.tə.ʁa
volèterez;vɔ.lɛ.tə.ʁe
volèteriez;vɔ.lɛ.tə.ʁje
volèterions;vɔ.lɛ.tə.ʁjɔ̃
volèterons;vɔ.lɛ.tə.ʁɔ̃
volèteront;vɔ.lɛ.tə.ʁɔ̃
volètes;vɔ.lɛt
volé;vɔ.le
volée;vɔ.le
volées;vɔ.le
volémie;vo.le.mi
volémies;vi.vi.fi.ka.tœʁ
volés;vɔ.le
vol;vɔl
vola;vɔ.la
volage;vɔ.laʒ
volageté;vɔ.laʒ.te
volagetés;vɔ.laʒ.te
volai;vɔ.le
volaient;vɔ.lɛ
volaille;vɔ.laj
volailler;vɔ.la.je
volaillers;vɔ.la.je
volailles;vɔ.laj
volailleur;vɔ.la.jœʁ
volailleurs;vɔ.la.jœʁ
volain;vɔ.lɛ̃
volais;vɔ.lɛ
volait;vɔ.lɛ
volantâmes;vɔ.lɑ̃.tam
volantât;vɔ.lɑ̃.ta
volantâtes;vɔ.lɑ̃.tat
volantèrent;vɔ.lɑ̃.tɛʁ
volanté;vɔ.lɑ̃.te
volantée;vɔ.lɑ̃.te
volantées;vɔ.lɑ̃.te
volantés;vɔ.lɑ̃.te
volant;vɔ.lɑ̃
volanta;vɔ.lɑ̃.ta
volantai;vɔ.lɑ̃.te
volantaient;vɔ.lɑ̃.tɛ
volantais;vɔ.lɑ̃.tɛ
volantait;vɔ.lɑ̃.tɛ
volantant;vɔ.lɑ̃.tɑ̃
volantas;vɔ.lɑ̃.ta
volantasse;vɔ.lɑ̃.tas
volantassent;vɔ.lɑ̃.tas
volantasses;vɔ.lɑ̃.tas
volantassiez;vɔ.lɑ̃.ta.sje
volantassions;vɔ.lɑ̃.ta.sjɔ̃
volante;vɔ.lɑ̃t
volantent;vɔ.lɑ̃t
volanter;vɔ.lɑ̃.te
volantera;vɔ.lɑ̃.tə.ʁa
volanterai;vɔ.lɑ̃.tə.ʁe
volanteraient;vɔ.lɑ̃.tə.ʁɛ
volanterais;vɔ.lɑ̃.tə.ʁɛ
volanterait;vɔ.lɑ̃.tə.ʁɛ
volanteras;vɔ.lɑ̃.tə.ʁa
volanterez;vɔ.lɑ̃.tə.ʁe
volanteriez;vɔ.lɑ̃.tə.ʁje
volanterions;vɔ.lɑ̃.tə.ʁjɔ̃
volanterons;vɔ.lɑ̃.tə.ʁɔ̃
volanteront;vɔ.lɑ̃.tə.ʁɔ̃
volantes;vɔ.lɑ̃t
volantez;vɔ.lɑ̃.te
volantiez;vɔ.lɑ̃.tje
volantions;vɔ.lɑ̃.tjɔ̃
volantons;vɔ.lɑ̃.tɔ̃
volants;vɔ.lɑ̃
volapük;vɔ.la.pyk
volapuk;vɔ.la.pyk
volar;vi.de
volards;vɔ.laʁ
volare;vi.tɛ.lys
volas;vɔ.la
volasse;vɔ.las
volassent;vɔ.las
volasses;vɔ.las
volassiez;vɔ.la.sje
volassions;vɔ.la.sjɔ̃
volata;vɔ.lɑ̃.ta
volateur;vɔ.la.tœʁ
volateurs;vi.vi.fi.ka.tœʁ
volatil;vɔ.la.til
volatile;vɔ.la.til
volatiles;vɔ.la.til
volatilisâmes;vɔ.la.ti.li.zam
volatilisât;vɔ.la.ti.li.za
volatilisâtes;vɔ.la.ti.li.zat
volatilisèrent;vɔ.la.ti.li.zɛʁ
volatilisé;vɔ.la.ti.li.ze
volatilisée;vɔ.la.ti.li.ze
volatilisées;vɔ.la.ti.li.ze
volatilisés;vɔ.la.ti.li.ze
volatilisa;vɔ.la.ti.li.za
volatilisai;vɔ.la.ti.li.ze
volatilisaient;vɔ.la.ti.li.zɛ
volatilisais;vɔ.la.ti.li.zɛ
volatilisait;vɔ.la.ti.li.zɛ
volatilisant;vɔ.la.ti.li.zɑ̃
volatilisas;vɔ.la.ti.li.za
volatilisasse;vɔ.la.ti.li.zas
volatilisassent;vɔ.la.ti.li.zas
volatilisasses;vɔ.la.ti.li.zas
volatilisassiez;vɔ.la.ti.li.za.sje
volatilisassions;vɔ.la.ti.li.za.sjɔ̃
volatilisation;vɔ.la.ti.li.za.sjɔ̃
volatilisations;vɔ.la.ti.li.za.sjɔ̃
volatilise;vɔ.la.ti.liz
volatilisent;vɔ.la.ti.liz
volatiliser;vɔ.la.ti.li.ze
volatilisera;vɔ.la.ti.li.zə.ʁa
volatiliserai;vɔ.la.ti.li.zə.ʁe
volatiliseraient;vɔ.la.ti.li.zə.ʁɛ
volatiliserais;vɔ.la.ti.li.zə.ʁɛ
volatiliserait;vɔ.la.ti.li.zə.ʁɛ
volatiliseras;vɔ.la.ti.li.zə.ʁa
volatiliserez;vɔ.la.ti.li.zə.ʁe
volatiliseriez;vɔ.la.ti.li.zə.ʁje
volatiliserions;vɔ.la.ti.li.zə.ʁjɔ̃
volatiliserons;vɔ.la.ti.li.zə.ʁɔ̃
volatiliseront;vɔ.la.ti.li.zə.ʁɔ̃
volatilises;vɔ.la.ti.liz
volatilisez;vɔ.la.ti.li.ze
volatilisiez;vɔ.la.ti.li.zje
volatilisions;vɔ.la.ti.li.zjɔ̃
volatilisons;vɔ.la.ti.li.zɔ̃
volatilité;vɔ.la.ti.li.te
volatilités;vɔ.la.ti.li.te
volatille;vɔl.ka.ni.ze
volatilles;vɔʁ.ti.kyl
volatils;vɔ.la.til
volatine;vɔ.la.tin
volatines;vi.vi.fi.ka.tœʁ
volbo;vi.ko
volborthites;vɛʁ.mi.vɔʁ
volcà;vɔ.lɑ̃
volcan;vɔl.kɑ̃
volcanicité;vɔlkanisite
volcanique;vɔl.ka.nik
volcanisâmes;vɔl.ka.ni.zam
volcanisât;vɔl.ka.ni.za
volcanisâtes;vɔl.ka.ni.zat
volcanisèrent;vɔl.ka.ni.zɛʁ
volcanisé;vɔl.ka.ni.ze
volcanisée;vɔl.ka.ni.ze
volcanisées;vɔl.ka.ni.ze
volcanisés;vɔl.ka.ni.ze
volcanisa;vɔl.ka.ni.za
volcanisai;vɔl.ka.ni.ze
volcanisaient;vɔl.ka.ni.zɛ
volcanisais;vɔl.ka.ni.zɛ
volcanisait;vɔl.ka.ni.zɛ
volcanisant;vɔl.ka.ni.zɑ̃
volcanisas;vɔl.ka.ni.za
volcanisasse;vɔl.ka.ni.zas
volcanisassent;vɔl.ka.ni.zas
volcanisasses;vɔl.ka.ni.zas
volcanisassiez;vɔl.ka.ni.za.sje
volcanisassions;vɔl.ka.ni.za.sjɔ̃
volcanise;vɔl.ka.niz
volcanisent;vɔl.ka.niz
volcaniser;vɔl.ka.ni.ze
volcanisera;vɔl.ka.ni.zə.ʁa
volcaniserai;vɔl.ka.ni.zə.ʁe
volcaniseraient;vɔl.ka.ni.zə.ʁɛ
volcaniserais;vɔl.ka.ni.zə.ʁɛ
volcaniserait;vɔl.ka.ni.zə.ʁɛ
volcaniseras;vɔl.ka.ni.zə.ʁa
volcaniserez;vɔl.ka.ni.zə.ʁe
volcaniseriez;vɔl.ka.ni.zə.ʁje
volcaniserions;vɔl.ka.ni.zə.ʁjɔ̃
volcaniserons;vɔl.ka.ni.zə.ʁɔ̃
volcaniseront;vɔl.ka.ni.zə.ʁɔ̃
volcanises;vɔl.ka.niz
volcanisez;vɔl.ka.ni.ze
volcanisiez;vɔl.ka.ni.zje
volcanisions;vɔl.ka.ni.zjɔ̃
volcanisme;vɔl.ka.nism
volcanismes;vɔl.ka.nism
volcanisons;vɔl.ka.ni.zɔ̃
volcaniste;vɔl.ka.nist
volcanistes;vɔl.ka.nist
volcanite;vɔl.ka.nit
volcanites;vi.vi.fi.ka.tœʁ
volcanoes;vɔ.lɛ.bol
volcanologie;vɔl.ka.nɔ.lɔ.ʒi
volcanologique;vɔl.ka.nɔ.lɔ.ʒik
volcanologiques;vɔl.ka.nɔ.lɔ.ʒik
volcanologue;vɔl.ka.nɔ.lɔɡ
volcanologues;vɔl.ka.nɔ.lɔɡ
volcanos;vɔ.lɛ.bol
volcans;vɔl.kɑ̃
volcelest;vɔl.sə.lɛ
volcelet;vɔl.sə.lɛ
vole;vɔl
voleibol;vɔ.lɛ.bol
volejbal;vɔ.lɛ.bol
volement;vɔl.mɑ̃
volent;vɔl
voler;vɔ.le
volera;vɔ.lə.ʁa
volerai;vɔ.lə.ʁe
voleraient;vɔ.lə.ʁɛ
volerais;vɔ.lə.ʁɛ
volerait;vɔ.lə.ʁɛ
voleras;vɔ.lə.ʁa
volere;vit
volereaux;vɔ.lə.ʁo
volerez;vɔ.lə.ʁe
volerie;vɔl.ʁi
voleries;vɔl.ʁi
voleriez;vɔ.lə.ʁje
volerions;vɔ.lə.ʁjɔ̃
volerons;vɔ.lə.ʁɔ̃
voleront;vɔ.lə.ʁɔ̃
voles;vɔl
voletâmes;vɔ.lə.tam
voletât;vɔ.lə.ta
voletâtes;vɔ.lə.tat
voletèrent;vɔ.lə.tɛʁ
voleté;vɔ.lə.te
volet;vɔ.lɛ
voleta;vɔ.lə.ta
voletai;vɔ.lə.te
voletaient;vɔ.lə.tɛ
voletais;vɔ.lə.tɛ
voletait;vɔ.lə.tɛ
voletant;vɔ.lə.tɑ̃
voletante;vɔl.tɑ̃t
voletantes;vɔl.tɑ̃t
voletas;vɔ.lə.ta
voletasse;vɔ.lə.tas
voletassent;vɔ.lə.tas
voletasses;vɔ.lə.tas
voletassiez;vɔ.lə.ta.sje
voletassions;vɔ.lə.ta.sjɔ̃
voletejar;vɔ.lɑ̃
voleter;vɔl.te
voletez;vɔ.lə.te
voletiez;vɔ.lə.tje
voletions;vɔ.lə.tjɔ̃
voletons;vɔ.lə.tɔ̃
volets;vɔ.lɛ
volette;vɔ.lɛt
volettements;vɔl.ɛt.mɑ̃
volettent;vɔ.lɛt
volettera;vɔ.lɛ.tə.ʁa
voletterai;vɔ.lɛ.tə.ʁe
voletteraient;vɔ.lɛ.tə.ʁɛ
voletterais;vɔ.lɛ.tə.ʁɛ
voletterait;vɔ.lɛ.tə.ʁɛ
voletteras;vɔ.lɛ.tə.ʁa
voletterez;vɔ.lɛ.tə.ʁe
voletteriez;vɔ.lɛ.tə.ʁje
voletterions;vɔ.lɛ.tə.ʁjɔ̃
voletterons;vɔ.lɛ.tə.ʁɔ̃
voletteront;vɔ.lɛ.tə.ʁɔ̃
volettes;vɔ.lɛt
voleur;vɔ.lœʁ
voleurs;vɔ.lœʁ
voleuse;vɔ.kal
voleuses;vɔ.løz
voleyâmes;vɔ.lɛ.jam
voleyât;vɔ.lɛ.ja
voleyâtes;vɔ.lɛ.jat
voleyèrent;vɔ.lɛ.jɛʁ
voleyé;vɔ.lɛ.je
voleyée;vɔ.lɛ.je
voleyées;vɔ.lɛ.je
voleyés;vɔ.lɛ.je
voleya;vɔ.lɛ.ja
voleyai;vɔ.lɛ.je
voleyaient;vɔ.lɛ.jɛ
voleyais;vɔ.lɛ.jɛ
voleyait;vɔ.lɛ.jɛ
voleyant;vɔ.lɛ.jɑ̃
voleyas;vɔ.lɛ.ja
voleyasse;vɔ.lɛ.jas
voleyassent;vɔ.lɛ.jas
voleyasses;vɔ.lɛ.jas
voleyassiez;vɔ.lɛ.ja.sje
voleyassions;vɔ.lɛ.ja.sjɔ̃
voleye;vɔ.lɛj
voleyent;vɔ.lɛj
voleyer;vɔ.le.je
voleyera;vɔ.lɛ.jə.ʁa
voleyerai;vɔ.lɛ.jə.ʁe
voleyeraient;vɔ.lɛ.jə.ʁɛ
voleyerais;vɔ.lɛ.jə.ʁɛ
voleyerait;vɔ.lɛ.jə.ʁɛ
voleyeras;vɔ.lɛ.jə.ʁa
voleyerez;vɔ.lɛ.jə.ʁe
voleyeriez;vɔ.lɛ.jə.ʁje
voleyerions;vɔ.lɛ.jə.ʁjɔ̃
voleyerons;vɔ.lɛ.jə.ʁɔ̃
voleyeront;vɔ.lɛ.jə.ʁɔ̃
voleyes;vɔ.lɛj
voleyez;vɔ.lɛ.je
voleyiez;vɔ.lɛ.je
voleyions;vɔ.lɛ.jɔ̃
voleyons;vɔ.lɛ.jɔ̃
volez;vɔ.le
volfrâmio;vi.ʁil
volframo;vi.ko
volger;vil.ma.ʁist
volière;vɔ.ljɛʁ
volières;vɔ.ljɛʁ
voli;vi.ko
volice;vɔl.te
volices;vɔʁ.ti.kyl
voliers;vɔ.ljɛ
voliez;vɔ.lje
voligèrent;vɔ.li.ʒɛʁ
voligé;vɔ.li.ʒe
voligée;vɔ.li.ʒe
voligées;vɔ.li.ʒe
voligés;vɔ.li.ʒe
voligeâmes;vɔ.li.ʒam
voligeât;vɔ.li.ʒa
voligeâtes;vɔ.li.ʒat
volige;vɔ.liʒ
voligea;vɔ.li.ʒa
voligeage;vɔ.li.ʒaʒ
voligeai;vɔ.li.ʒe
voligeaient;vɔ.li.ʒɛ
voligeais;vɔ.li.ʒɛ
voligeait;vɔ.li.ʒɛ
voligeant;vɔ.li.ʒɑ̃
voligeas;vɔ.li.ʒa
voligeasse;vɔ.li.ʒas
voligeassent;vɔ.li.ʒas
voligeasses;vɔ.li.ʒas
voligeassiez;vɔ.li.ʒa.sje
voligeassions;vɔ.li.ʒa.sjɔ̃
voligent;vɔ.liʒ
voligeons;vɔ.li.ʒɔ̃
voliger;vɔ.li.ʒe
voligera;vɔ.li.ʒə.ʁa
voligerai;vɔ.li.ʒə.ʁe
voligeraient;vɔ.li.ʒə.ʁɛ
voligerais;vɔ.li.ʒə.ʁɛ
voligerait;vɔ.li.ʒə.ʁɛ
voligeras;vɔ.li.ʒə.ʁa
voligerez;vɔ.li.ʒə.ʁe
voligeriez;vɔ.li.ʒə.ʁje
voligerions;vɔ.li.ʒə.ʁjɔ̃
voligerons;vɔ.li.ʒə.ʁɔ̃
voligeront;vɔ.li.ʒə.ʁɔ̃
voliges;vɔ.liʒ
voligez;vɔ.li.ʒe
voligiez;vɔ.li.ʒje
voligions;vɔ.li.ʒjɔ̃
volinta;vɔ.lɑ̃.ta
volions;vɔ.ljɔ̃
volita;vɔ.lɑ̃.ta
volitief;vɔ.li.tif
volitif;vɔ.li.tif
volitifs;vɔ.li.tif
volition;vɔ.li.sjɔ̃
volitioneel;vɔ.li.tif
volitionnel;vɔ.li.sjɔ.nəl
volitions;vɔ.li.sjɔ̃
volitive;vɔ.li.tiv
volitives;vɔ.li.tiv
volitivités;vi.vi.fi.ka.tœʁ
volkanegezh;vɔl.ka.nɔ.lɔ.ʒik
volkano;vɛʁ.so
volleyâmes;vɔ.lɛ.jam
volleyât;vɔ.lɛ.ja
volleyâtes;vɔ.lɛ.jat
volleyèrent;vɔ.lɛ.jɛʁ
volleyé;vɔ.lɛ.je
volleyée;vɔ.lɛ.je
volleyées;vɔ.lɛ.je
volleyés;vɔ.lɛ.je
volley;vɔ.lɛ
volleya;vɔ.lɛ.ja
volleyai;vɔ.lɛ.je
volleyaient;vɔ.lɛ.jɛ
volleyais;vɔ.lɛ.jɛ
volleyait;vɔ.lɛ.jɛ
volleyant;vɔ.lɛ.jɑ̃
volleyas;vɔ.lɛ.ja
volleyasse;vɔ.lɛ.jas
volleyassent;vɔ.lɛ.jas
volleyasses;vɔ.lɛ.jas
volleyassiez;vɔ.lɛ.ja.sje
volleyassions;vɔ.lɛ.ja.sjɔ̃
volleyball;vɔ.lɛ.bol
volleyballs;vɔ.lɛ.bol
volleye;vɔ.lɛj
volleyent;vɔ.lɛj
volleyer;vɔ.le.je
volleyera;vɔ.lɛ.jə.ʁa
volleyerai;vɔ.lɛ.jə.ʁe
volleyeraient;vɔ.lɛ.jə.ʁɛ
volleyerais;vɔ.lɛ.jə.ʁɛ
volleyerait;vɔ.lɛ.jə.ʁɛ
volleyeras;vɔ.lɛ.jə.ʁa
volleyerez;vɔ.lɛ.jə.ʁe
volleyeriez;vɔ.lɛ.jə.ʁje
volleyerions;vɔ.lɛ.jə.ʁjɔ̃
volleyerons;vɔ.lɛ.jə.ʁɔ̃
volleyeront;vɔ.lɛ.jə.ʁɔ̃
volleyes;vɔ.lɛj
volleyeur;vɔ.lɛ.jœʁ
volleyeurs;vɔ.lɛ.jœʁ
volleyeuse;vɔ.lɛ.jøz
volleyeuses;vɔ.lɛ.jøz
volleyez;vɔ.lɛ.je
volleyiez;vɔ.lɛ.je
volleyions;vɔ.lɛ.jɔ̃
volleyons;vɔ.lɛ.jɔ̃
volleys;vɔ.le
volnay;vɔl.nɛ
volo;vi.ko
volons;vɔ.lɔ̃
volontà;vit
volonté;vɔ.lɔ̃.te
volontés;vɔ.lɔ̃.te
volonta;vɔ.lɑ̃.ta
volontaire;vɔ.lɔ̃.tɛʁ
volontairement;vɔ.lɔ̃.tɛʁ.mɑ̃
volontaires;vɔ.lɔ̃.tɛʁ
volontarianiste;vɔ.lɔ̃.ta.ʁja.nist
volontariat;vɔ.lɔ̃.ta.ʁja
volontariats;vi.vi.fi.ka.tœʁ
volontario;vɛʁ.so
volontarisme;vɔ.lɔ̃.ta.ʁism
volontarismes;vɔ.lɔ̃.ta.ʁism
volontaristes;vi.vi.fi.ka.tœʁ
volonte;vi.ko
volontièr;vi.mɔ̃.twa
volontiers;vɔ.lɔ̃.tje
volota;vɔ.lɑ̃.ta
vols;vɔl
voltâmes;vɔl.tam
voltât;vɔl.ta
voltâtes;vɔl.tat
voltèrent;vɔl.tɛʁ
volté;vɔl.te
voltée;vɔl.te
voltées;vɔl.te
voltés;vɔl.te
volt;vɔlt
voltaïque;vɔl.ta.ik
voltaïquement;vɔl.ta.i.kə.mɑ̃
voltaïsâmes;vɔl.ta.i.zam
voltaïsât;vɔl.ta.i.za
voltaïsâtes;vɔl.ta.i.zat
voltaïsèrent;vɔl.ta.i.zɛʁ
voltaïsé;vɔl.ta.i.ze
voltaïsée;vɔl.ta.i.ze
voltaïsées;vɔl.ta.i.ze
voltaïsés;vɔl.ta.i.ze
voltaïsa;vɔl.ta.i.za
voltaïsai;vɔl.ta.i.ze
voltaïsaient;vɔl.ta.i.zɛ
voltaïsais;vɔl.ta.i.zɛ
voltaïsait;vɔl.ta.i.zɛ
voltaïsant;vɔl.ta.i.zɑ̃
voltaïsas;vɔl.ta.i.za
voltaïsasse;vɔl.ta.i.zas
voltaïsassent;vɔl.ta.i.zas
voltaïsasses;vɔl.ta.i.zas
voltaïsassiez;vɔl.ta.i.za.sje
voltaïsassions;vɔl.ta.i.za.sjɔ̃
voltaïsations;vɔl.ta.i.za.sjɔ̃
voltaïse;vɔl.ta.iz
voltaïsent;vɔl.ta.iz
voltaïser;vɔl.ta.i.ze
voltaïsera;vɔl.ta.i.zə.ʁa
voltaïserai;vɔl.ta.i.zə.ʁe
voltaïseraient;vɔl.ta.i.zə.ʁɛ
voltaïserais;vɔl.ta.i.zə.ʁɛ
voltaïserait;vɔl.ta.i.zə.ʁɛ
voltaïseras;vɔl.ta.i.zə.ʁa
voltaïserez;vɔl.ta.i.zə.ʁe
voltaïseriez;vɔl.ta.i.zə.ʁje
voltaïserions;vɔl.ta.i.zə.ʁjɔ̃
voltaïserons;vɔl.ta.i.zə.ʁɔ̃
voltaïseront;vɔl.ta.i.zə.ʁɔ̃
voltaïses;vɔl.ta.iz
voltaïsez;vɔl.ta.i.ze
voltaïsiez;vɔl.ta.i.zje
voltaïsions;vɔl.ta.i.zjɔ̃
voltaïsme;vɔl.ta.ism
voltaïsons;vɔl.ta.i.zɔ̃
volta;vɔl.ta
voltage;vɔl.taʒ
voltages;vɔl.taʒ
voltai;vɔl.te
voltaient;vɔl.tɛ
voltaire;vɔl.tɛʁ
