Fès;fɛs
fréquenterions;fʁe.kɑ̃.tə.ʁjɔ̃
fréquenterons;fʁe.kɑ̃.tə.ʁɔ̃
fréquenteront;fʁe.kɑ̃.tə.ʁɔ̃
fréquentes;fʁe.kɑ̃t
fréquentez;fʁe.kɑ̃.te
fréquentiel;fʁe.kɑ̃.sjɛl
fréquentielle;fʁe.kɑ̃.sjɛl
fréquentielles;fʁe.kɑ̃.sjɛl
fréquentiels;fʁe.kɑ̃.sjɛl
fréquentiez;fʁe.kɑ̃.tje
fréquentions;fʁe.kɑ̃.tjɔ̃
fréquentissime;fʁe.kɑ̃.ti.sim
fréquentons;fʁe.kɑ̃.tɔ̃
fréquents;fʁe.kɑ̃
fréronaille;flu.ɛ
frérot;fʁe.ʁo
frérots;fʁe.ʁo
frésange;fʁi.ka.tif
frésillon;fʁe.zi.jɔ̃
frésillons;fʁe.zi.jɔ̃
frésinge;fʁi.ka.tif
frétâmes;fʁe.tam
frétât;fʁe.ta
frétâtes;fʁe.tat
frétèrent;fʁe.tɛʁ
frété;fʁe.te
frétée;fʁe.te
frétées;fʁe.te
frétés;fʁe.te
fréta;fʁe.ta
frétai;fʁe.te
frétaient;fʁe.tɛ
frétais;fʁe.tɛ
frétait;fʁe.tɛ
frétant;fʁe.tɑ̃
frétas;fʁe.ta
frétasse;fʁe.tas
frétassent;fʁe.tas
frétasses;fʁe.tas
frétassiez;fʁe.ta.sje
frétassions;fʁe.ta.sjɔ̃
fréter;fʁe.te
frétera;fʁɛ.tə.ʁa
fréterai;fʁɛ.tə.ʁe
fréteraient;fʁɛ.tə.ʁɛ
fréterais;fʁɛ.tə.ʁɛ
fréterait;fʁɛ.tə.ʁɛ
fréteras;fʁɛ.tə.ʁa
fréterez;fʁɛ.tə.ʁe
fréteriez;fʁɛ.tə.ʁje
fréterions;fʁɛ.tə.ʁjɔ̃
fréterons;fʁɛ.tə.ʁɔ̃
fréteront;fʁɛ.tə.ʁɔ̃
fréteur;fʁe.tœʁ
frétez;fʁe.te
frétiez;fʁe.tje
frétillâmes;fʁe.ti.jam
frétillât;fʁe.ti.ja
frétillâtes;fʁe.ti.jat
frétillèrent;fʁe.ti.jɛʁ
frétillé;fʁe.ti.je
frétilla;fʁe.ti.ja
frétillage;fʁe.ti.jaʒ
frétillai;fʁe.ti.je
frétillaient;fʁe.ti.jɛ
frétillais;fʁe.ti.jɛ
frétillait;fʁe.ti.jɛ
frétillant;fʁe.ti.jɑ̃
frétillante;fʁe.ti.jɑ̃t
frétillantes;fʁe.ti.jɑ̃t
frétillants;fʁe.ti.jɑ̃
frétillarde;fʁe.ti.jaʁd
frétillas;fʁe.ti.ja
frétillasse;fʁe.ti.jas
frétillassent;fʁe.ti.jas
frétillasses;fʁe.ti.jas
frétillassiez;fʁe.ti.ja.sje
frétillassions;fʁe.ti.ja.sjɔ̃
frétille;fʁe.tij
frétillemens;fʁe.tij.mɑ̃
frétillement;fʁik.sjɔ̃
frétillements;fʁe.tij.mɑ̃
frétillent;fʁe.tij
frétiller;fʁe.ti.je
frétillera;fʁe.ti.jə.ʁa
frétillerai;fʁe.ti.jə.ʁe
frétilleraient;fʁe.ti.jə.ʁɛ
frétillerais;fʁe.ti.jə.ʁɛ
frétillerait;fʁe.ti.jə.ʁɛ
frétilleras;fʁe.ti.jə.ʁa
frétillerez;fʁe.ti.jə.ʁe
frétilleriez;fʁe.ti.jə.ʁje
frétillerions;fʁe.ti.jə.ʁjɔ̃
frétillerons;fʁe.ti.jə.ʁɔ̃
frétilleront;fʁe.ti.jə.ʁɔ̃
frétilles;fʁe.tij
frétillet;fʁe.ti.jɛ
frétillets;fʁe.ti.jɛ
frétillez;fʁe.ti.je
frétilliez;fʁe.ti.je
frétillions;fʁe.ti.jɔ̃
frétillon;fʁe.ti.jɔ̃
frétillons;fʁe.ti.jɔ̃
frétions;fʁe.tjɔ̃
frétons;fʁe.tɔ̃
frêle;fʁɛl
frênaie;fʁɛ.nɛ
frênaies;fʁə.dɔ̃
frêne;fʁɛn
frênes;fʁɛn
frênette;fʁɛ.nɛt
frênettes;fʁə.dɔ̃
frêtâmes;fʁɛ.tam
frêtât;fʁɛ.ta
frêtâtes;fʁɛ.tat
frêtèrent;fʁɛ.tɛʁ
frêté;fʁɛ.te
frêtée;fʁɛ.te
frêtées;fʁɛ.te
frêtés;fʁɛ.te
frêta;fʁɛ.ta
frêtai;fʁɛ.te
frêtaient;fʁɛ.tɛ
frêtais;fʁɛ.tɛ
frêtait;fʁɛ.tɛ
frêtant;fʁɛ.tɑ̃
frêtas;fʁɛ.ta
frêtasse;fʁɛ.tas
frêtassent;fʁɛ.tas
frêtasses;fʁɛ.tas
frêtassiez;fʁɛ.ta.sje
frêtassions;fʁɛ.ta.sjɔ̃
frête;fʁɛt
frêtent;fʁɛt
frêter;fʁɛ.te
frêtera;fʁɛ.tə.ʁa
frêterai;fʁɛ.tə.ʁe
frêteraient;fʁɛ.tə.ʁɛ
frêterais;fʁɛ.tə.ʁɛ
frêterait;fʁɛ.tə.ʁɛ
frêteras;fʁɛ.tə.ʁa
frêterez;fʁɛ.tə.ʁe
frêteriez;fʁɛ.tə.ʁje
frêterions;fʁɛ.tə.ʁjɔ̃
frêterons;fʁɛ.tə.ʁɔ̃
frêteront;fʁɛ.tə.ʁɔ̃
frêtes;fʁɛt
frêtez;fʁɛ.te
frêtiez;fʁɛ.tje
frêtions;fʁɛ.tjɔ̃
frêtons;fʁɛ.tɔ̃
frîmes;fʁim
frît;fʁi
frîtes;fʁit
frôlâmes;fʁo.lam
frôlât;fʁo.la
frôlâtes;fʁo.lat
frôlèrent;fʁo.lɛʁ
frôlé;fʁo.le
frôlée;fʁo.le
frôlées;fʁo.le
frôlés;fʁo.le
frôla;fʁo.la
frôlai;fʁo.le
frôlaient;fʁo.lɛ
frôlais;fʁo.lɛ
frôlait;fʁo.lɛ
frôlant;fʁo.lɑ̃
frôlas;fʁo.la
frôlasse;fʁo.las
frôlassent;fʁo.las
frôlasses;fʁo.las
frôlassiez;fʁo.la.sje
frôlassions;fʁo.la.sjɔ̃
frôle;fʁol
frôlemens;fʁol.mɑ̃
frôlement;fʁol.mɑ̃
frôlements;fʁɔl.mɑ̃
frôlent;fʁol
frôler;fʁo.le
frôlera;fʁo.lə.ʁa
frôlerai;fʁo.lə.ʁe
frôleraient;fʁo.lə.ʁɛ
frôlerais;fʁo.lə.ʁɛ
frôlerait;fʁo.lə.ʁɛ
frôleras;fʁo.lə.ʁa
frôlerez;fʁo.lə.ʁe
frôleriez;fʁo.lə.ʁje
frôlerions;fʁo.lə.ʁjɔ̃
frôlerons;fʁo.lə.ʁɔ̃
frôleront;fʁo.lə.ʁɔ̃
frôles;fʁol
frôleurs;fʁɔ.lœʁ
frôleuse;fʁɔ.løz
frôleuses;fʁɔ.løz
frôlez;fʁo.le
frôliez;fʁo.lje
frôlions;fʁo.ljɔ̃
frôlons;fʁo.lɔ̃
fraîchîmes;fʁe.ʃim
fraîchît;fʁe.ʃi
fraîchîtes;fʁe.ʃit
fraîche;fʁɛʃ
fraîchement;fʁɛʃ.mɑ̃
fraîches;fʁɛʃ
fraîcheur;fʁɛ.ʃœʁ
fraîcheurs;fʁɛ.ʃœʁ
fraîchi;fʁɛ.ʃi
fraîchir;fʁe.ʃiʁ
fraîchira;fʁɛ.ʃi.ʁa
fraîchirai;fʁe.ʃi.ʁe
fraîchiraient;fʁe.ʃi.ʁɛ
fraîchirais;fʁe.ʃi.ʁɛ
fraîchirait;fʁe.ʃi.ʁɛ
fraîchiras;fʁe.ʃi.ʁa
fraîchirent;fʁe.ʃiʁ
fraîchirez;fʁe.ʃi.ʁe
fraîchiriez;fʁe.ʃi.ʁje
fraîchirions;fʁe.ʃi.ʁjɔ̃
fraîchirons;fʁe.ʃi.ʁɔ̃
fraîchiront;fʁe.ʃi.ʁɔ̃
fraîchis;fʁe.ʃi
fraîchissaient;fʁe.ʃi.sɛ
fraîchissais;fʁe.ʃi.sɛ
fraîchissait;fʁɛ.ʃi.sɛ
fraîchissant;fʁɛ.ʃi.sɑ̃
fraîchisse;fʁe.ʃis
fraîchissent;fʁɛ.ʃis
fraîchisses;fʁe.ʃis
fraîchissez;fʁe.ʃi.se
fraîchissiez;fʁe.ʃi.sje
fraîchissions;fʁe.ʃi.sjɔ̃
fraîchissons;fʁe.ʃi.sɔ̃
fraîchit;fʁɛ.ʃi
frac;fʁak
fracas;fʁa.ka
fracassâmes;fʁa.ka.sam
fracassât;fʁa.ka.sa
fracassâtes;fʁa.ka.sat
fracassèrent;fʁa.ka.sɛʁ
fracassé;fʁa.ka.se
fracassée;fʁa.ka.se
fracassées;fʁa.ka.se
fracassés;fʁa.ka.se
fracassa;fʁa.ka.sa
fracassai;fʁa.ka.se
fracassaient;fʁa.ka.sɛ
fracassais;fʁa.ka.sɛ
fracassait;fʁa.ka.sɛ
fracassant;fʁa.ka.sɑ̃
fracassante;fʁa.ka.sɑ̃t
fracassantes;fʁa.ka.sɑ̃t
fracassants;fʁa.ka.sɑ̃
fracassas;fʁa.ka.sa
fracassasse;fʁa.ka.sas
fracassassent;fʁa.ka.sas
fracassasses;fʁa.ka.sas
fracassassiez;fʁa.ka.sa.sje
fracassassions;fʁa.ka.sa.sjɔ̃
fracassatosi;ɛn.yplɛ
fracasse;fʁa.kas
fracassent;fʁa.kas
fracasser;fʁɑ̃.kɔ.fil
fracassera;fʁa.ka.sə.ʁa
fracasserai;fʁa.ka.sə.ʁe
fracasseraient;fʁa.ka.sə.ʁɛ
fracasserais;fʁa.ka.sə.ʁɛ
fracasserait;fʁa.ka.sə.ʁɛ
fracasseras;fʁa.ka.sə.ʁa
fracasserez;fʁa.ka.sə.ʁe
fracasseriez;fʁa.ka.sə.ʁje
fracasserions;fʁa.ka.sə.ʁjɔ̃
fracasserons;fʁa.ka.sə.ʁɔ̃
fracasseront;fʁa.ka.sə.ʁɔ̃
fracasses;fʁa.kas
fracassez;fʁa.ka.se
fracassi;fys.tɛ
fracassiez;fʁa.ka.sje
fracassions;fʁa.ka.sjɔ̃
fracassons;fʁa.ka.sɔ̃
frachoir;fʁa.ʃwaʁ
fracs;fʁak
fractal;fʁak.tal
fractale;fʁak.tal
fractales;fʁak.tal
fractals;fʁak.tal
fractile;fʁak.til
fraction;fʁak.sjɔ̃
fractionnâmes;fʁak.sjɔ.nam
fractionnât;fʁak.sjɔ.na
fractionnâtes;fʁak.sjɔ.nat
fractionnèrent;fʁak.sjɔ.nɛʁ
fractionné;fʁak.sjɔ.ne
fractionnée;fʁak.sjɔ.ne
fractionnées;fʁak.sjɔ.ne
fractionnés;fʁak.sjɔ.ne
fractionna;fʁak.sjɔ.na
fractionnai;fʁak.sjɔ.ne
fractionnaient;fʁak.sjɔ.nɛ
fractionnaire;fʁak.sjɔ.nɛʁ
fractionnaires;fʁak.sjɔ.nɛʁ
fractionnais;fʁak.sjɔ.nɛ
fractionnait;fʁak.sjɔ.nɛ
fractionnant;fʁak.sjɔ.nɑ̃
fractionnas;fʁak.sjɔ.na
fractionnasse;fʁak.sjɔ.nas
fractionnassent;fʁak.sjɔ.nas
fractionnasses;fʁak.sjɔ.nas
fractionnassiez;fʁak.sjɔ.na.sje
fractionnassions;fʁak.sjɔ.na.sjɔ̃
fractionne;fʁak.sjɔn
fractionnel;fʁak.sjɔ.nɛl
fractionnelle;fʁak.sjɔ.nɛl
fractionnelles;fʁak.sjɔ.nɛl
fractionnels;fʁak.sjɔ.nɛl
fractionnemens;fʁak.sjɔn.mɑ̃
fractionnement;fʁak.sjɔn.mɑ̃
fractionnements;fʁak.sjɔn.mɑ̃
fractionnent;fʁak.sjɔn
fractionner;fʁak.sjɔ.ne
fractionnera;fʁak.sjɔ.nə.ʁa
fractionnerai;fʁak.sjɔ.nə.ʁe
fractionneraient;fʁak.sjɔ.nə.ʁɛ
fractionnerais;fʁak.sjɔ.nə.ʁɛ
fractionnerait;fʁak.sjɔ.nə.ʁɛ
fractionneras;fʁak.sjɔ.nə.ʁa
fractionnerez;fʁak.sjɔ.nə.ʁe
fractionneriez;fʁak.sjɔ.nə.ʁje
fractionnerions;fʁak.sjɔ.nə.ʁjɔ̃
fractionnerons;fʁak.sjɔ.nə.ʁɔ̃
fractionneront;fʁak.sjɔ.nə.ʁɔ̃
fractionnes;fʁak.sjɔn
fractionnez;fʁak.sjɔ.ne
fractionniez;fʁak.sjɔ.nje
fractionnions;fʁak.sjɔ.njɔ̃
fractionnons;fʁak.sjɔ.nɔ̃
fractions;fʁak.sjɔ̃
fracturâmes;fʁak.ty.ʁam
fracturât;fʁak.ty.ʁa
fracturâtes;fʁak.ty.ʁat
fracturèrent;fʁak.ty.ʁɛʁ
fracturé;fʁak.ty.ʁe
fracturée;fʁak.ty.ʁe
fracturées;fʁak.ty.ʁe
fracturés;fʁak.ty.ʁe
fractura;fʁak.ty.ʁa
fracturai;fʁak.ty.ʁe
fracturaient;fʁak.ty.ʁɛ
fracturaire;fʁak.ty.ʁɛʁ
fracturaires;fʁak.ty.ʁɛʁ
fracturais;fʁak.ty.ʁɛ
fracturait;fʁak.ty.ʁɛ
fracturant;fʁak.ty.ʁɑ̃
fracturas;fʁak.ty.ʁa
fracturasse;fʁak.ty.ʁas
fracturassent;fʁak.ty.ʁas
fracturasses;fʁak.ty.ʁas
fracturassiez;fʁak.ty.ʁa.sje
fracturassions;fʁak.ty.ʁa.sjɔ̃
fracture;fʁak.tyʁ
fracturent;fʁak.tyʁ
fracturer;fʁak.ty.ʁe
fracturera;fʁak.ty.ʁə.ʁa
fracturerai;fʁak.ty.ʁə.ʁe
fractureraient;fʁak.ty.ʁə.ʁɛ
fracturerais;fʁak.ty.ʁə.ʁɛ
fracturerait;fʁak.ty.ʁə.ʁɛ
fractureras;fʁak.ty.ʁə.ʁa
fracturerez;fʁak.ty.ʁə.ʁe
fractureriez;fʁak.ty.ʁə.ʁje
fracturerions;fʁak.ty.ʁə.ʁjɔ̃
fracturerons;fʁak.ty.ʁə.ʁɔ̃
fractureront;fʁak.ty.ʁə.ʁɔ̃
fractures;fʁak.tyʁ
fracturez;fʁak.ty.ʁe
fracturiez;fʁak.ty.ʁje
fracturions;fʁak.ty.ʁjɔ̃
fracturons;fʁak.ty.ʁɔ̃
fractus;fʁak.tys
fradga;fɔʁ.mə.ʁa
fradglianza;fɔdʒ
fradgliaunza;fɔdʒ
fradgliunzs;fɔdʒ
fraenula;fil.mɔ.ɡʁa.fi
frag;fʁaɡ
fraggâmes;fʁa.ɡam
fraggât;fʁa.ɡa
fraggâtes;fʁa.ɡat
fraggèrent;fʁa.ɡɛʁ
fraggé;fʁa.ɡe
fraggée;fʁa.ɡe
fraggées;fʁa.ɡe
fraggés;fʁa.ɡe
fragga;fʁa.ɡa
fraggai;fʁa.ɡe
fraggaient;fʁa.ɡɛ
fraggais;fʁa.ɡɛ
fraggait;fʁa.ɡɛ
fraggant;fʁa.ɡɑ̃
fraggas;fʁa.ɡa
fraggasse;fʁa.ɡas
fraggassent;fʁa.ɡas
fraggasses;fʁa.ɡas
fraggassiez;fʁa.ɡa.sje
fraggassions;fʁa.ɡa.sjɔ̃
fragge;fʁaɡ
fraggent;fʁaɡ
fragger;fʁa.ɡe
fraggera;fʁa.ɡə.ʁa
fraggerai;fʁa.ɡə.ʁe
fraggeraient;fʁa.ɡə.ʁɛ
fraggerais;fʁa.ɡə.ʁɛ
fraggerait;fʁa.ɡə.ʁɛ
fraggeras;fʁa.ɡə.ʁa
fraggerez;fʁa.ɡə.ʁe
fraggeriez;fʁa.ɡə.ʁje
fraggerions;fʁa.ɡə.ʁjɔ̃
fraggerons;fʁa.ɡə.ʁɔ̃
fraggeront;fʁa.ɡə.ʁɔ̃
fragges;fʁaɡ
fraggez;fʁa.ɡe
fraggiez;fʁa.ɡje
fraggions;fʁa.ɡjɔ̃
fraggons;fʁa.ɡɔ̃
fragile;fʁa.ʒil
fragilement;fʁa.ʒil.mɑ̃
fragiles;fʁa.ʒil
fragilisâmes;fʁa.ʒi.li.zam
fragilisât;fʁa.ʒi.li.za
fragilisâtes;fʁa.ʒi.li.zat
fragilisèrent;fʁa.ʒi.li.zɛʁ
fragilisé;fʁa.ʒi.li.ze
fragilisée;fʁa.ʒi.li.ze
fragilisées;fʁa.ʒi.li.ze
fragilisés;fʁa.ʒi.li.ze
fragilisa;fʁa.ʒi.li.za
fragilisai;fʁa.ʒi.li.ze
fragilisaient;fʁa.ʒi.li.zɛ
fragilisais;fʁa.ʒi.li.zɛ
fragilisait;fʁa.ʒi.li.zɛ
fragilisant;fʁa.ʒi.li.zɑ̃
fragilisas;fʁa.ʒi.li.za
fragilisasse;fʁa.ʒi.li.zas
fragilisassent;fʁa.ʒi.li.zas
fragilisasses;fʁa.ʒi.li.zas
fragilisassiez;fʁa.ʒi.li.za.sje
fragilisassions;fʁa.ʒi.li.za.sjɔ̃
fragilisation;fʁa.ʒi.li.za.sjɔ̃
fragilisations;fʁa.ʒi.li.za.sjɔ̃
fragilise;fʁa.ʒi.liz
fragilisent;fʁa.ʒi.liz
fragiliser;fʁa.ʒi.li.ze
fragilisera;fʁa.ʒi.li.zə.ʁa
fragiliserai;fʁa.ʒi.li.zə.ʁe
fragiliseraient;fʁa.ʒi.li.zə.ʁɛ
fragiliserais;fʁa.ʒi.li.zə.ʁɛ
fragiliserait;fʁa.ʒi.li.zə.ʁɛ
fragiliseras;fʁa.ʒi.li.zə.ʁa
fragiliserez;fʁa.ʒi.li.zə.ʁe
fragiliseriez;fʁa.ʒi.li.zə.ʁje
fragiliserions;fʁa.ʒi.li.zə.ʁjɔ̃
fragiliserons;fʁa.ʒi.li.zə.ʁɔ̃
fragiliseront;fʁa.ʒi.li.zə.ʁɔ̃
fragilises;fʁa.ʒi.liz
fragilisez;fʁa.ʒi.li.ze
fragilisiez;fʁa.ʒi.li.zje
fragilisions;fʁa.ʒi.li.zjɔ̃
fragilisons;fʁa.ʒi.li.zɔ̃
fragilissime;fʁa.ʒi.li.sim
fragilité;fʁa.ʒi.li.te
fragilités;fʁa.ʒi.li.te
fragmens;fʁaɡ.mɑ̃
fragmentâmes;fʁaɡ.mɑ̃.tam
fragmentât;fʁaɡ.mɑ̃.ta
fragmentâtes;fʁaɡ.mɑ̃.tat
fragmentèrent;fʁaɡ.mɑ̃.tɛʁ
fragmenté;fʁaɡ.mɑ̃.te
fragmentée;fʁaɡ.mɑ̃.te
fragmentées;fʁaɡ.mɑ̃.te
fragmentés;fʁaɡ.mɑ̃.te
fragment;fʁaɡ.mɑ̃
fragmenta;fʁaɡ.mɑ̃.ta
fragmentai;fʁaɡ.mɑ̃.te
fragmentaient;fʁaɡ.mɑ̃.tɛ
fragmentaires;fʁaɡ.mɑ̃.tɛʁ
fragmentais;fʁaɡ.mɑ̃.tɛ
fragmentait;fʁaɡ.mɑ̃.tɛ
fragmentant;fʁaɡ.mɑ̃.tɑ̃
fragmentas;fʁaɡ.mɑ̃.ta
fragmentasse;fʁaɡ.mɑ̃.tas
fragmentassent;fʁaɡ.mɑ̃.tas
fragmentasses;fʁaɡ.mɑ̃.tas
fragmentassiez;fʁaɡ.mɑ̃.ta.sje
fragmentassions;fʁaɡ.mɑ̃.ta.sjɔ̃
fragmentation;fʁaɡ.mɑ̃.ta.sjɔ̃
fragmentations;fʁaɡ.mɑ̃.ta.sjɔ̃
fragmente;fʁaɡ.mɑ̃t
fragmentent;fʁaɡ.mɑ̃t
fragmentera;fʁaɡ.mɑ̃.tə.ʁa
fragmenterai;fʁaɡ.mɑ̃.tə.ʁe
fragmenteraient;fʁaɡ.mɑ̃.tə.ʁɛ
fragmenterais;fʁaɡ.mɑ̃.tə.ʁɛ
fragmenterait;fʁaɡ.mɑ̃.tə.ʁɛ
fragmenteras;fʁaɡ.mɑ̃.tə.ʁa
fragmenterez;fʁaɡ.mɑ̃.tə.ʁe
fragmenteriez;fʁaɡ.mɑ̃.tə.ʁje
fragmenterions;fʁaɡ.mɑ̃.tə.ʁjɔ̃
fragmenterons;fʁaɡ.mɑ̃.tə.ʁɔ̃
fragmenteront;fʁaɡ.mɑ̃.tə.ʁɔ̃
fragmentes;fʁaɡ.mɑ̃t
fragmenteux;fʁaɡ.mɑ̃.tø
fragmentez;fʁaɡ.mɑ̃.te
fragmentiez;fʁaɡ.mɑ̃.tje
fragmentions;fʁaɡ.mɑ̃.tjɔ̃
fragmentiste;fʁaɡ.mɑ̃.tist
fragmento;fɔʁ
fragmentons;fʁaɡ.mɑ̃.tɔ̃
fragments;fʁaɡ.mɑ̃
fragnois;fʁa.ɲwa
fragnoise;fʁa.ɲwaz
fragnoises;fʁa.ɲwaz
frago;fɔʁ.si
fragon;fʁa.ɡɔ̃
fragrance;fʁa.ɡʁɑ̃s
fragrances;fʁa.ɡʁɑ̃s
fragrant;ɛ̃.fly
fragrants;fʁa.ɡʁɑ̃
frags;fʁaɡ
fraguâmes;fʁa.ɡam
fraguât;fʁa.ɡa
fraguâtes;fʁa.ɡat
fraguèrent;fʁa.ɡɛʁ
fragué;fʁa.ɡe
fraguée;fʁa.ɡe
fraguées;fʁa.ɡe
fragués;fʁa.ɡe
fragua;fʁa.ɡa
fraguai;fʁa.ɡe
fraguaient;fʁa.ɡɛ
fraguais;fʁa.ɡɛ
fraguait;fʁa.ɡɛ
fraguant;fʁa.ɡɑ̃
fraguas;fʁa.ɡa
fraguasse;fʁa.ɡas
fraguassent;fʁa.ɡas
fraguasses;fʁa.ɡas
fraguassiez;fʁa.ɡa.sje
fraguassions;fʁa.ɡa.sjɔ̃
frague;fʁaɡ
fraguent;fʁaɡ
fraguera;fʁa.ɡə.ʁa
fraguerai;fʁa.ɡə.ʁe
fragueraient;fʁa.ɡə.ʁɛ
fraguerais;fʁa.ɡə.ʁɛ
fraguerait;fʁa.ɡə.ʁɛ
fragueras;fʁa.ɡə.ʁa
fraguerez;fʁa.ɡə.ʁe
fragueriez;fʁa.ɡə.ʁje
fraguerions;fʁa.ɡə.ʁjɔ̃
fraguerons;fʁa.ɡə.ʁɔ̃
fragueront;fʁa.ɡə.ʁɔ̃
fragues;fʁaɡ
fraguez;fʁa.ɡe
fraguiez;fʁa.ɡje
fraguions;fʁa.ɡjɔ̃
fraguons;fʁa.ɡɔ̃
frai;fʁɛ
fraichîmes;fʁɛ.ʃim
fraichît;fʁɛ.ʃi
fraichîtes;fʁɛ.ʃit
fraiche;fʁɛʃ
fraichement;fʁɛʃ.mɑ̃
fraiches;fʁɛʃ
fraicheur;fʁɛ.ʃœʁ
fraichi;fʁɛ.ʃi
fraichir;fʁe.ʃiʁ
fraichira;fʁɛ.ʃi.ʁa
fraichirai;fʁɛ.ʃi.ʁe
fraichiraient;fʁɛ.ʃi.ʁɛ
fraichirais;fʁɛ.ʃi.ʁɛ
fraichirait;fʁɛ.ʃi.ʁɛ
fraichiras;fʁɛ.ʃi.ʁa
fraichirent;fʁɛ.ʃiʁ
fraichirez;fʁɛ.ʃi.ʁe
fraichiriez;fʁɛ.ʃi.ʁje
fraichirions;fʁɛ.ʃi.ʁjɔ̃
fraichirons;fʁɛ.ʃi.ʁɔ̃
fraichiront;fʁɛ.ʃi.ʁɔ̃
fraichis;fʁɛ.ʃi
fraichissaient;fʁɛ.ʃi.sɛ
fraichissais;fʁɛ.ʃi.sɛ
fraichissait;fʁɛ.ʃi.sɛ
fraichissant;fʁɛ.ʃi.sɑ̃
fraichisse;fʁɛ.ʃis
fraichissent;fʁɛ.ʃis
fraichisses;fʁɛ.ʃis
fraichissez;fʁɛ.ʃi.se
fraichissiez;fʁɛ.ʃi.sje
fraichissions;fʁɛ.ʃi.sjɔ̃
fraichissons;fʁɛ.ʃi.sɔ̃
fraichit;fʁɛ.ʃi
fraie;fʁɛ
fraient;fʁɛ
fraiera;fʁɛ.ʁa
fraierai;fʁɛ.ʁe
fraieraient;fʁɛ.ʁɛ
fraierais;fʁɛ.ʁɛ
fraierait;fʁɛ.ʁɛ
fraieras;fʁɛ.ʁa
fraierez;fʁɛ.ʁe
fraieriez;fʁɛ.ʁje
fraierions;fʁɛ.ʁjɔ̃
fraierons;fʁɛ.ʁɔ̃
fraieront;fʁɛ.ʁɔ̃
fraies;fʁɛ
fraieson;fʁɛ.jɛ.zɔ̃
frainchir;ɛ̃.ɡʁɛsk
fraintendentesi;fa.si.li.tɑ̃
frairie;fʁɛ.ʁi
fraisâmes;fʁɛ.zam
fraisât;fʁɛ.za
fraisâtes;fʁɛ.zat
fraisèrent;fʁɛ.zɛʁ
fraisé;fʁɛ.ze
fraisée;fʁɛ.ze
fraisées;fʁe.ze
fraisés;fʁɛ.ze
frais;fʁɛ
fraisa;fʁɛ.za
fraisage;fʁɛ.zaʒ
fraisai;fʁɛ.ze
fraisaient;fʁɛ.zɛ
fraisais;fʁɛ.zɛ
fraisait;fʁɛ.zɛ
fraisant;fʁɛ.zɑ̃
fraisas;fʁɛ.za
fraisasse;fʁɛ.zas
fraisassent;fʁɛ.zas
fraisasses;fʁɛ.zas
fraisassiez;fʁɛ.za.sje
fraisassions;fʁɛ.za.sjɔ̃
fraise;fʁɛz
fraisemens;fʁɛz.mɑ̃
fraisement;fʁɛz.mɑ̃
fraisements;fʁɛz.mɑ̃
fraisent;fʁɛz
fraisera;fʁɛ.zə.ʁa
fraiserai;fʁɛ.zə.ʁe
fraiseraie;fʁɛ.zʁɛ
fraiseraient;fʁɛ.zə.ʁɛ
fraiserais;fʁɛ.zə.ʁɛ
fraiserait;fʁɛ.zə.ʁɛ
fraiseras;fʁɛ.zə.ʁa
fraiserat;fʁɛ.zə.ʁa
fraiserez;fʁɛ.zə.ʁe
fraiseriez;fʁɛ.zə.ʁje
fraiserions;fʁɛ.zə.ʁjɔ̃
fraiserons;fʁɛ.zə.ʁɔ̃
fraiseront;fʁɛ.zə.ʁɔ̃
fraises;fʁɛz
fraisette;fʁɛ.zɛt
fraiseur;fʁɛ.zœʁ
fraiseurs;fʁɛ.zœʁ
fraiseuse;fʁɛ.zøz
fraiseuses;fʁɛ.zøz
fraisez;fʁɛ.ze
fraisière;fʁɛ.zjɛʁ
fraisiériste;fʁɛ.zje.ʁist
fraisiculture;fʁɛ.zi.kyl.tyʁ
fraisicultures;fʁɛ.zi.kyl.tyʁ
fraisier;fʁe.zje
fraisiers;fʁe.zje
fraisiez;fʁɛ.zje
fraisil;fʁe.zi
fraisions;fʁɛ.zjɔ̃
fraisoir;fʁɛ.zwaʁ
fraisons;fʁɛ.zɔ̃
fraisse;fʁɛs
fraisure;ɛ.fɛk.tɥo
frajila;fɔʁ
fraké;fʁa.ke
frakasar;fɔʁ
frake;flɔ.ʁjan
fraki;flɔ.ʁjan
frakih;flɔ.ʁjan
frakke;fɔ.ʁyʁ
frako;fɔʁ.si
frakom;flɔ.ʁjan
frakoma;flɔ.ʁjan
frakov;flɔ.ʁjan
fraktala;flɔ.ʁjan
fraktale;flɔ.ʁjan
fraktali;flɔ.ʁjan
fraktalih;flɔ.ʁjan
fraktalo;ɛʁ.ɡo
fraktalom;flɔ.ʁjan
fraktaloma;flɔ.ʁjan
fraktalov;flɔ.ʁjan
fraktalu;flɔ.ʁjan
fraku;flɔ.ʁjan
fraler;fʁa.le
framée;fʁa.me
framées;fʁa.me
framasono;fɔʁ
frambœsia;fʁɑ̃.bɛ.zja
framboesia;fʁɑ̃.bɛ.zja
frambœsiforme;fʁɑ̃.bɛ.zi.fɔʁm
framboesiforme;fʁɑ̃.bɛ.zi.fɔʁm
frambœsiformes;fʁɑ̃.bɛ.zi.fɔʁm
framboesiformes;fʁɑ̃.bɛ.zi.fɔʁm
framboesia;fʁɑ̃.bɛ.zi.fɔʁm
framboisâmes;fʁɑ̃.bwa.zam
framboisât;fʁɑ̃.bwa.za
