Jèrri;ʒɛʁ.zɛ
journalisas;ʒuʁ.na.li.za
journalisasse;ʒuʁ.na.li.zas
journalisassent;ʒuʁ.na.li.zas
journalisasses;ʒuʁ.na.li.zas
journalisassiez;ʒuʁ.na.li.za.sje
journalisassions;ʒuʁ.na.li.za.sjɔ̃
journalisation;ʒuʁ.nal.i.za.sjɔ̃
journalisations;ʒuʁ.ni.za.sjɔ̃
journalise;ʒuʁ.na.liz
journalisent;ʒuʁ.na.liz
journaliser;ʒuʁ.na.li.ze
journalisera;ʒuʁ.na.li.zə.ʁa
journaliserai;ʒuʁ.na.li.zə.ʁe
journaliseraient;ʒuʁ.na.li.zə.ʁɛ
journaliserais;ʒuʁ.na.li.zə.ʁɛ
journaliserait;ʒuʁ.na.li.zə.ʁɛ
journaliseras;ʒuʁ.na.li.zə.ʁa
journaliserez;ʒuʁ.na.li.zə.ʁe
journaliseriez;ʒuʁ.na.li.zə.ʁje
journaliserions;ʒuʁ.na.li.zə.ʁjɔ̃
journaliserons;ʒuʁ.na.li.zə.ʁɔ̃
journaliseront;ʒuʁ.na.li.zə.ʁɔ̃
journalises;ʒuʁ.na.liz
journalisez;ʒuʁ.na.li.ze
journalisiez;ʒuʁ.na.li.zje
journalisions;ʒuʁ.na.li.zjɔ̃
journalisme;ʒuʁ.na.lism
journalismes;ʒuʁ.na.lism
journalisons;ʒuʁ.na.li.zɔ̃
journaliste;ʒuʁ.na.list
journalistes;ʒuʁ.na.list
journalistiek;ʒas
journalistique;ʒuʁ.na.lis.tik
journalistiquement;ʒuʁ.na.lis.tik.mɑ̃
journalistiques;ʒuʁ.na.lis.tik
journaux;ʒuʁ.no
journellement;ʒuʁ.nɛl.mɑ̃
journoie;ʒuʁ.nwa
journoient;ʒuʁ.nwa
journoiera;ʒuʁ.nwa.ʁa
journoierai;ʒuʁ.nwa.ʁe
journoieraient;ʒuʁ.nwa.ʁɛ
journoierais;ʒuʁ.nwa.ʁɛ
journoierait;ʒuʁ.nwa.ʁɛ
journoieras;ʒuʁ.nwa.ʁa
journoierez;ʒuʁ.nwa.ʁe
journoieriez;ʒuʁ.nwa.ʁje
journoierions;ʒuʁ.nwa.ʁjɔ̃
journoierons;ʒuʁ.nwa.ʁɔ̃
journoieront;ʒuʁ.nwa.ʁɔ̃
journoies;ʒuʁ.nwa
journoyâmes;ʒuʁ.nwa.jam
journoyât;ʒuʁ.nwa.ja
journoyâtes;ʒuʁ.nwa.jat
journoyèrent;ʒuʁ.nwa.jɛʁ
journoyé;ʒuʁ.nwa.je
journoya;ʒuʁ.nwa.ja
journoyai;ʒuʁ.nwa.je
journoyaient;ʒuʁ.nwa.jɛ
journoyais;ʒuʁ.nwa.jɛ
journoyait;ʒuʁ.nwa.jɛ
journoyant;ʒuʁ.nwa.jɑ̃
journoyas;ʒuʁ.nwa.ja
journoyasse;ʒuʁ.nwa.jas
journoyassent;ʒuʁ.nwa.jas
journoyasses;ʒuʁ.nwa.jas
journoyassiez;ʒuʁ.nwa.ja.sje
journoyassions;ʒuʁ.nwa.ja.sjɔ̃
journoyer;ʒuʁ.nwa.je
journoyez;ʒuʁ.nwa.je
journoyiez;ʒuʁ.nwa.je
journoyions;ʒuʁ.nwa.jɔ̃
journoyons;ʒuʁ.nwa.jɔ̃
jours;ʒuʁ
joussien;ʒu.sjɛ̃
joussienne;ʒu.sjɛn
joussiennes;ʒu.sjɛn
joussiens;ʒu.sjɛ̃
jouste;dʁɔ.mɔ.lɔ.ʒik
joutâmes;ʒu.tam
joutât;ʒu.ta
joutâtes;ʒu.tat
joutèrent;ʒu.tɛʁ
jouté;ʒu.te
joutîmes;ʒu.tim
joutît;ʒu.ti
joutîtes;ʒu.tit
jouta;ʒu.ta
joutai;ʒu.te
joutaient;ʒu.tɛ
joutais;ʒu.tɛ
joutait;ʒu.tɛ
joutant;ʒu.tɑ̃
joutas;ʒu.ta
joutasse;ʒu.tas
joutassent;ʒu.tas
joutasses;ʒu.tas
joutassiez;ʒu.ta.sje
joutassions;ʒu.ta.sjɔ̃
joute;ʒut
joutent;ʒut
jouter;ʒu.te
joutera;ʒu.tə.ʁa
jouterai;ʒu.tə.ʁe
jouteraient;ʒu.tə.ʁɛ
jouterais;ʒu.tə.ʁɛ
jouterait;ʒu.tə.ʁɛ
jouteras;ʒu.tə.ʁa
jouterez;ʒu.tə.ʁe
jouteriez;ʒu.tə.ʁje
jouterions;ʒu.tə.ʁjɔ̃
jouterons;ʒu.tə.ʁɔ̃
jouteront;ʒu.tə.ʁɔ̃
joutes;ʒut
jouteur;ʒu.tœʁ
jouteurs;ʒu.tœʁ
jouteuse;ʒu.tøz
joutez;ʒu.te
jouti;ʒu.ti
joutiez;ʒu.tje
joutions;ʒu.tjɔ̃
joutir;ʒu.tiʁ
joutira;ʒu.ti.ʁa
joutirai;ʒu.ti.ʁe
joutiraient;ʒu.ti.ʁɛ
joutirais;ʒu.ti.ʁɛ
joutirait;ʒu.ti.ʁɛ
joutiras;ʒu.ti.ʁa
joutirent;ʒu.tiʁ
joutirez;ʒu.ti.ʁe
joutiriez;ʒu.ti.ʁje
joutirions;ʒu.ti.ʁjɔ̃
joutirons;ʒu.ti.ʁɔ̃
joutiront;ʒu.ti.ʁɔ̃
joutis;ʒu.ti
joutissaient;ʒu.ti.sɛ
joutissais;ʒu.ti.sɛ
joutissait;ʒu.ti.sɛ
joutissant;ʒu.ti.sɑ̃
joutisse;ʒu.tis
joutissent;ʒu.tis
joutisses;ʒu.tis
joutissez;ʒu.ti.se
joutissiez;ʒu.ti.sje
joutissions;ʒu.ti.sjɔ̃
joutissons;ʒu.ti.sɔ̃
joutit;ʒu.ti
joutons;ʒu.tɔ̃
jouvence;ʒu.vɑ̃s
jouvenceau;ʒu.vɑ̃.so
jouvenceaux;ʒu.vɑ̃.so
jouvencelle;ʒu.vɑ̃.sɛl
jouvencelles;ʒu.vɑ̃.sɛl
jouvences;ʒɔ.ze.fist
jouwe;jɔl
jouxtâmes;ʒuk.stam
jouxtât;ʒuk.sta
jouxtâtes;ʒuk.stat
jouxtèrent;ʒuk.stɛʁ
jouxté;ʒuk.ste
jouxtée;ʒuk.ste
jouxtées;ʒuk.ste
jouxtés;ʒuk.ste
jouxta;ʒuk.sta
jouxtai;ʒuk.ste
jouxtaient;ʒuk.stɛ
jouxtais;ʒuk.stɛ
jouxtait;ʒuk.stɛ
jouxtanais;ʒuks.tɑ.nɛ
jouxtanaise;ʒuks.tɑ.nɛz
jouxtanaises;ʒuks.tɑ.nɛz
jouxtant;ʒuk.stɑ̃
jouxtas;ʒuk.sta
jouxtasse;ʒuk.stas
jouxtassent;ʒuk.stas
jouxtasses;ʒuk.stas
jouxtassiez;ʒuk.sta.sje
jouxtassions;ʒuk.sta.sjɔ̃
jouxte;ʒukst
jouxtent;ʒukst
jouxter;ʒuks.te
jouxtera;ʒuk.stə.ʁa
jouxterai;ʒuk.stə.ʁe
jouxteraient;ʒuk.stə.ʁɛ
jouxterais;ʒuk.stə.ʁɛ
jouxterait;ʒuk.stə.ʁɛ
jouxteras;ʒuk.stə.ʁa
jouxterez;ʒuk.stə.ʁe
jouxteriez;ʒuk.stə.ʁje
jouxterions;ʒuk.stə.ʁjɔ̃
jouxterons;ʒuk.stə.ʁɔ̃
jouxteront;ʒuk.stə.ʁɔ̃
jouxtes;ʒukst
jouxtez;ʒuk.ste
jouxtiez;ʒuk.stje
jouxtions;ʒuk.stjɔ̃
jouxtons;ʒuk.stɔ̃
jovéen;ʒɔ.ve.ɛ̃
jovéenne;ʒɔ.ve.ɛn
jovéennes;ʒɔ.ve.ɛn
jovéens;ʒɔ.ve.ɛ̃
jovdio;ʒɔ.lja
jove;ʒɔ̃
jovem;ʒak.ta
jovenenciel;ʒɛ.ze.ʁjɛn
jovial;ʒak.ta
joviale;ʒɔ.vjal
jovialement;ʒɔ.vjal.mɑ̃
joviales;ʒɔ.vjal
jovialisk;da.lja
jovialité;ʒɔ.vja.li.te
jovialités;ʒɔ.ze.fist
joviaux;ʒɔ.vjo
jovicentrique;ʒɔt
jovien;ʒɔ.vjɛ̃
jovienne;ʒɔ.vjɛn
joviennes;ʒɔ.vjɛn
joviens;ʒɔ.vjɛ̃
jowls;disk.lɛ.mœʁ
joyar;ʒɔ.lja
joyau;ʒy.pɔ̃
joyaux;ʒwa.jo
joyciennes;ʒwaj.sjɛn
joyeuse;ʒwa.jøz
joyeusement;ʒwa.jøz.mɑ̃
joyeuses;ʒwa.jøz
joyeuseté;ʒwa.jøz.te
joyeusetés;ʒwa.jøz.te
joyeux;ʒwa.jø
joyo;ʒɔ.lja
joysticks;dʒɔj.stik
jsem;de.ʁɔ.bɔ.ti.ze
jsi;de.ʁɔ.bɔ.ti.ze
jsme;de.ʁɔ.bɔ.ti.ze
jsou;de.ʁɔ.bɔ.ti.ze
jste;de.ʁɔ.bɔ.ti.ze
juène;ʒy.ɛn
juar;ʒɔ.lja
jubé;ʒy.be
jubés;ʒy.be
jubarte;ʒy.baʁt
jubartes;ʒɔ.ze.fist
jubilâmes;ʒy.bi.lam
jubilât;ʒy.bi.la
jubilâtes;ʒy.bi.lat
jubilèrent;ʒy.bi.lɛʁ
jubilé;ʒy.bi.le
jubilée;ʒy.bi.le
jubilées;ʒy.bi.le
jubilés;ʒɔ.ze.fist
jubila;ʒy.bi.la
jubilado;ʒak.ta
jubilai;ʒy.bi.le
jubilaient;ʒy.bi.lɛ
jubilaire;ʒy.bi.lɛʁ
jubilaires;ʒɔ.ze.fist
jubilais;ʒy.bi.lɛ
jubilait;ʒy.bi.lɛ
jubilant;ʒy.bi.lɑ̃
jubilante;ʒy.bi.lɑ̃t
jubilantes;ʒy.bi.lɑ̃t
jubilants;ʒy.bi.lɑ̃
jubilas;ʒy.bi.la
jubilasse;ʒy.bi.las
jubilassent;ʒy.bi.las
jubilasses;ʒy.bi.las
jubilassiez;ʒy.bi.la.sje
jubilassions;ʒy.bi.la.sjɔ̃
jubilat;ʒɔ̃
jubilata;ʒy.bi.la.te
jubilatae;ʒy.bi.la.te
jubilatam;ʒy.bi.la.te
jubilatarum;ʒy.bi.la.te
jubilatas;ʒy.bi.la.te
jubilate;ʒy.bi.la.te
jubilati;ʒy.bi.la.te
jubilation;ʒy.bi.la.sjɔ̃
jubilations;ʒy.bi.la.sjɔ̃
jubilatis;ʒy.bi.la.te
jubilato;ʒy.bi.la.te
jubilatoire;ʒy.bi.la.twaʁ
jubilatoires;ʒy.bi.la.twaʁ
jubilatorum;ʒy.bi.la.te
jubilatos;ʒy.bi.la.te
jubile;ʒy.bil
jubilear;ʒɔ.lja
jubilent;ʒy.bil
jubiler;ʒy.bi.le
jubilera;ʒy.bil.ʁa
jubilerai;ʒy.bi.lə.ʁe
jubileraient;ʒy.bi.lə.ʁɛ
jubilerais;ʒy.bi.lə.ʁɛ
jubilerait;ʒy.bi.lə.ʁɛ
jubileras;ʒy.bi.lə.ʁa
jubilerez;ʒy.bi.lə.ʁe
jubileriez;ʒy.bi.lə.ʁje
jubilerions;ʒy.bi.lə.ʁjɔ̃
jubilerons;ʒy.bi.lə.ʁɔ̃
jubileront;ʒy.bi.lə.ʁɔ̃
jubiles;ʒy.bil
jubilez;ʒy.bi.le
jubiliez;ʒy.bi.lje
jubilions;ʒy.bi.ljɔ̃
jubilons;ʒy.bi.lɔ̃
jubis;ʒy.bis
juchâmes;ʒy.ʃam
juchât;ʒy.ʃa
juchâtes;ʒy.ʃat
juchèrent;ʒy.ʃɛʁ
juché;ʒy.ʃe
juchée;ʒy.ʃe
juchées;ʒy.ʃe
juchés;ʒy.ʃe
jucha;ʒy.ʃa
juchai;ʒy.ʃe
juchaient;ʒy.ʃɛ
juchais;ʒy.ʃɛ
juchait;ʒy.ʃɛ
juchant;ʒy.ʃɑ̃
juchas;ʒy.ʃa
juchasse;ʒy.ʃas
juchassent;ʒy.ʃas
juchasses;ʒy.ʃas
juchassiez;ʒy.ʃa.sje
juchassions;ʒy.ʃa.sjɔ̃
juche;ʒyʃ
juchent;ʒyʃ
jucher;ʒy.ʃe
juchera;ʒy.ʃə.ʁa
jucherai;ʒy.ʃə.ʁe
jucheraient;ʒy.ʃə.ʁɛ
jucherais;ʒy.ʃə.ʁɛ
jucherait;ʒy.ʃə.ʁɛ
jucheras;ʒy.ʃə.ʁa
jucherez;ʒy.ʃə.ʁe
jucheriez;ʒy.ʃə.ʁje
jucherions;ʒy.ʃə.ʁjɔ̃
jucherons;ʒy.ʃə.ʁɔ̃
jucheront;ʒy.ʃə.ʁɔ̃
juches;ʒyʃ
juchez;ʒy.ʃe
juchiez;ʒy.ʃje
juchions;ʒy.ʃjɔ̃
juchoir;ʒy.ʃwaʁ
juchons;ʒy.ʃɔ̃
judéenne;ʒy.de.ɛn
judéennes;ʒy.de.ɛn
judéens;ʒy.de.ɛ̃
judéisâmes;ʒy.de.i.zam
judéisât;ʒy.de.i.za
judéisâtes;ʒy.de.i.zat
judéisèrent;ʒy.de.i.zɛʁ
judéisé;ʒy.de.i.ze
judéisée;ʒy.de.i.ze
judéisées;ʒy.de.i.ze
judéisés;ʒy.de.i.ze
judéisa;ʒy.de.i.za
judéisai;ʒy.de.i.ze
judéisaient;ʒy.de.i.zɛ
judéisais;ʒy.de.i.zɛ
judéisait;ʒy.de.i.zɛ
judéisant;ʒy.de.i.zɑ̃
judéisas;ʒy.de.i.za
judéisasse;ʒy.de.i.zas
judéisassent;ʒy.de.i.zas
judéisasses;ʒy.de.i.zas
judéisassiez;ʒy.de.i.za.sje
judéisassions;ʒy.de.i.za.sjɔ̃
judéise;ʒy.de.iz
judéisent;ʒy.de.iz
judéiser;ʒy.de.i.ze
judéisera;ʒy.de.i.zə.ʁa
judéiserai;ʒy.de.i.zə.ʁe
judéiseraient;ʒy.de.i.zə.ʁɛ
judéiserais;ʒy.de.i.zə.ʁɛ
judéiserait;ʒy.de.i.zə.ʁɛ
judéiseras;ʒy.de.i.zə.ʁa
judéiserez;ʒy.de.i.zə.ʁe
judéiseriez;ʒy.de.i.zə.ʁje
judéiserions;ʒy.de.i.zə.ʁjɔ̃
judéiserons;ʒy.de.i.zə.ʁɔ̃
judéiseront;ʒy.de.i.zə.ʁɔ̃
judéises;ʒy.de.iz
judéisez;ʒy.de.i.ze
judéisiez;ʒy.de.i.zje
judéisions;ʒy.de.i.zjɔ̃
judéisons;ʒy.de.i.zɔ̃
judéité;ʒy.de.i.te
judéités;ʒu.de.i.te
judéochrétien;ʒy.de.ok.ʁe.tiɛ̃
judéochrétiens;ʒɔ.ze.fist
judéochristianisme;ʒy.deo.ɛs.pa.ɲɔl
judéocide;ʒy.de.o.sid
judéocides;ʒɔ.ze.fist
judéoespagnol;ʒy.deo.ɛs.pa.ɲɔl
judéophobe;ʒy.de.ɔ.fɔb
judéophobes;ʒy.de.ɔ.fɔb
judéophobie;ʒy.de.ɔ.fɔ.bi
judéophobies;ʒy.de.ɔ.fɔ.bi
judaïcité;jy.da.i.si.te
judaïcités;jy.da.i.si.te
judaïque;ʒy.da.ik
judaïques;ʒy.da.ik
judaïsâmes;ʒy.da.i.zam
judaïsât;ʒy.da.i.za
judaïsâtes;ʒy.da.i.zat
judaïsèrent;ʒy.da.i.zɛʁ
judaïsé;ʒy.da.i.ze
judaïsée;ʒy.da.i.ze
judaïsées;ʒy.da.i.ze
judaïsés;ʒy.da.i.ze
judaïsa;ʒy.da.i.za
judaïsai;ʒy.da.i.ze
judaïsaient;ʒy.da.i.zɛ
judaïsais;ʒy.da.i.zɛ
judaïsait;ʒy.da.i.zɛ
judaïsant;ʒy.da.i.zɑ̃
judaïsas;ʒy.da.i.za
judaïsasse;ʒy.da.i.zas
judaïsassent;ʒy.da.i.zas
judaïsasses;ʒy.da.i.zas
judaïsassiez;ʒy.da.i.za.sje
judaïsassions;ʒy.da.i.za.sjɔ̃
judaïse;ʒy.da.iz
judaïsent;ʒy.da.iz
judaïser;ʒy.da.i.ze
judaïsera;ʒy.da.i.zə.ʁa
judaïserai;ʒy.da.i.zə.ʁe
judaïseraient;ʒy.da.i.zə.ʁɛ
judaïserais;ʒy.da.i.zə.ʁɛ
judaïserait;ʒy.da.i.zə.ʁɛ
judaïseras;ʒy.da.i.zə.ʁa
judaïserez;ʒy.da.i.zə.ʁe
judaïseriez;ʒy.da.i.zə.ʁje
judaïserions;ʒy.da.i.zə.ʁjɔ̃
judaïserons;ʒy.da.i.zə.ʁɔ̃
judaïseront;ʒy.da.i.zə.ʁɔ̃
judaïses;ʒy.da.iz
judaïsez;ʒy.da.i.ze
judaïsiez;ʒy.da.i.zje
judaïsions;ʒy.da.i.zjɔ̃
judaïsme;ʒy.da.ism
judaïsmes;ʒy.da.ism
judaïsons;ʒy.da.i.zɔ̃
judaïste;ʒy.da.ist
judaïté;ʒy.da.i.te
judaizem;ʒy.da
judas;ʒy.da
judecata;de.zɑ̃.vu.tə.ʁɛ
judecato;de.zɑ̃.vu.tə.ʁɛ
judelle;ʒy.dɛl
judelles;ʒy.dɛl
judeu;ʒak.ta
judgments;dis.kɔʁ
judica;ʒy.di.ka
judicata;ʒy.bi.la.te
judicatae;ʒy.bi.la.te
judicatam;ʒy.bi.la.te
judicatarum;ʒy.bi.la.te
judicatas;ʒy.bi.la.te
judicate;ʒy.bi.la.te
judicati;ʒy.bi.la.te
judication;ʒy.di.ka.sjɔ̃
judicatis;ʒy.bi.la.te
judicato;ʒy.bi.la.te
judicatorum;ʒy.bi.la.te
judicatos;ʒy.bi.la.te
judicatrice;ʒy.di.ka.tʁis
judicature;ʒy.di.ka.tyʁ
judicatures;ʒy.di.ka.tyʁ
judicia;da.lja
judiciaire;ʒy.di.sjɛʁ
judiciairement;ʒy.di.sjɛʁ.mɑ̃
judiciaires;ʒy.di.sjɛʁ
judiciarisâmes;ʒy.di.sja.ʁi.zam
judiciarisât;ʒy.di.sja.ʁi.za
judiciarisâtes;ʒy.di.sja.ʁi.zat
judiciarisèrent;ʒy.di.sja.ʁi.zɛʁ
judiciarisé;ʒy.di.sja.ʁi.ze
judiciarisée;ʒy.di.sja.ʁi.ze
judiciarisées;ʒy.di.sja.ʁi.ze
judiciarisés;ʒy.di.sja.ʁi.ze
judiciarisa;ʒy.di.sja.ʁi.za
judiciarisai;ʒy.di.sja.ʁi.ze
judiciarisaient;ʒy.di.sja.ʁi.zɛ
judiciarisais;ʒy.di.sja.ʁi.zɛ
judiciarisait;ʒy.di.sja.ʁi.zɛ
judiciarisant;ʒy.di.sja.ʁi.zɑ̃
judiciarisas;ʒy.di.sja.ʁi.za
judiciarisasse;ʒy.di.sja.ʁi.zas
judiciarisassent;ʒy.di.sja.ʁi.zas
judiciarisasses;ʒy.di.sja.ʁi.zas
judiciarisassiez;ʒy.di.sja.ʁi.za.sje
judiciarisassions;ʒy.di.sja.ʁi.za.sjɔ̃
judiciarisation;ʒy.di.sja.ʁi.za.sjɔ̃
judiciarisations;ʒɔ.ze.fist
judiciarise;ʒy.di.sja.ʁiz
judiciarisent;ʒy.di.sja.ʁiz
judiciariser;ʒy.di.sja.ʁi.ze
judiciarisera;ʒy.di.sja.ʁi.zə.ʁa
judiciariserai;ʒy.di.sja.ʁi.zə.ʁe
judiciariseraient;ʒy.di.sja.ʁi.zə.ʁɛ
judiciariserais;ʒy.di.sja.ʁi.zə.ʁɛ
judiciariserait;ʒy.di.sja.ʁi.zə.ʁɛ
judiciariseras;ʒy.di.sja.ʁi.zə.ʁa
judiciariserez;ʒy.di.sja.ʁi.zə.ʁe
judiciariseriez;ʒy.di.sja.ʁi.zə.ʁje
judiciariserions;ʒy.di.sja.ʁi.zə.ʁjɔ̃
judiciariserons;ʒy.di.sja.ʁi.zə.ʁɔ̃
judiciariseront;ʒy.di.sja.ʁi.zə.ʁɔ̃
judiciarises;ʒy.di.sja.ʁiz
judiciarisez;ʒy.di.sja.ʁi.ze
judiciarisiez;ʒy.di.sja.ʁi.zje
judiciarisions;ʒy.di.sja.ʁi.zjɔ̃
judiciarisons;ʒy.di.sja.ʁi.zɔ̃
judicielle;ʒy.di.sjɛl
judicielles;ʒy.di.sjɛl
judiciels;ʒy.di.sjɛl
judicieuse;ʒy.di.sjøz
judicieusement;ʒy.di.sjøz.mɑ̃
judicieuses;ʒy.di.sjøz
judicii;da.lja
judiciis;da.lja
judiciorum;da.lja
judicium;jɔl
judikar;ʒɔ.lja
judo;ʒy.do
judoka;ʒy.dɔ.ka
judokas;ʒy.dɔ.ka
judokate;ʒy.dɔ.kat
judokates;ʒy.dɔ.kat
judovska;ʒy.ʒə.mɑ̃
judovske;ʒy.ʒə.mɑ̃
judovskega;ʒy.ʒə.mɑ̃
judovskem;ʒy.ʒə.mɑ̃
judovskemu;ʒy.ʒə.mɑ̃
judovski;ʒy.da
judovskih;ʒy.ʒə.mɑ̃
judovskim;ʒy.ʒə.mɑ̃
judovskima;ʒy.ʒə.mɑ̃
judovskimi;ʒy.ʒə.mɑ̃
judovsko;ʒy.ʒə.mɑ̃
judovstva;ʒy.ʒə.mɑ̃
judovstvo;ʒy.da
judovstvom;ʒy.ʒə.mɑ̃
judovstvu;ʒy.ʒə.mɑ̃
jueu;ʒɔ̃
jugère;ʒy.ʒɛʁ
jugèrent;ʒy.ʒɛʁ
jugé;ʒy.ʒe
jugée;ʒy.ʒe
jugées;ʒy.ʒe
jugérum;ʒy.ʒe.ʁɔm
jugérums;ʒɔ.ze.fist
jugés;ʒy.ʒe
jugador;de.pwa.tʁa.jas
jugadores;de.pwa.tʁa.jə.ʁɛ
jugal;ʒy.ɡal
jugar;ʒak.ta
jugeâmes;ʒy.ʒam
jugeât;ʒy.ʒa
jugeâtes;ʒy.ʒat
juge;ʒyʒ
jugea;ʒy.ʒa
jugeable;ʒy.pɔ̃
jugeai;ʒy.ʒe
jugeaient;ʒy.ʒɛ
jugeais;ʒy.ʒɛ
jugeait;ʒy.ʒɛ
jugeant;ʒy.ʒɑ̃
jugeas;ʒy.ʒa
jugeasse;ʒy.ʒas
jugeassent;ʒy.ʒas
jugeasses;ʒy.ʒas
jugeassiez;ʒy.ʒa.sje
jugeassions;ʒy.ʒa.sjɔ̃
jugemens;ʒy.ʒə.mɑ̃
jugement;ʒyʒ.mɑ̃
jugements;ʒy.ʒə.mɑ̃
jugent;ʒyʒ
jugeons;ʒy.ʒɔ̃
jugeote;ʒy.ʒɔt
jugeotes;ʒɔ.ze.fist
jugeotte;ʒy.ʒɔt
jugeottes;ʒy.ʒɔt
juger;ʒy.ʒe
jugera;ʒy.ʒə.ʁa
jugerai;ʒy.ʒə.ʁe
jugeraient;ʒy.ʒə.ʁɛ
jugerais;ʒy.ʒə.ʁɛ
jugerait;ʒy.ʒə.ʁɛ
jugeras;ʒy.ʒə.ʁa
jugerez;ʒy.ʒə.ʁe
jugeriez;ʒy.ʒə.ʁje
jugerions;ʒy.ʒə.ʁjɔ̃
jugerons;ʒy.ʒə.ʁɔ̃
jugeront;ʒy.ʒə.ʁɔ̃
juges;ʒyʒ
jugesse;ʒy.ʒɛs
jugeur;ʒy.ʒœʁ
jugez;ʒy.ʒe
juggler;dis.kɔʁ
jugglers;dis.kɔʁ
jugi;ʒy.ʒə.mɑ̃
jugiez;ʒy.ʒje
jugih;ʒy.ʒə.mɑ̃
jugions;ʒy.ʒjɔ̃
jugitas;de.zɑ̃.dɔk.tʁi.ne
jugiter;de.zɑ̃.dɔk.tʁi.ne
juglandine;ʒy.ɡlɑ̃.din
juglandines;ʒɔ.ze.fist
juglone;ʒy.ɡlɔn
jugom;ʒy.ʒə.mɑ̃
jugoma;ʒy.ʒə.mɑ̃
jugoslavisk;da.lja
jugoslavo;ʒak.ta
jugulâmes;ʒy.ɡy.lam
jugulât;ʒy.ɡy.la
jugulâtes;ʒy.ɡy.lat
jugulèrent;ʒy.ɡy.lɛʁ
jugulé;ʒy.ɡy.le
jugulée;ʒy.ɡy.le
jugulées;ʒy.ɡy.le
jugulés;ʒy.ɡy.le
jugula;ʒy.ɡy.la
jugulai;ʒy.ɡy.le
jugulaient;ʒy.ɡy.lɛ
jugulaire;ʒy.ɡy.lɛʁ
jugulaires;ʒy.ɡy.lɛʁ
jugulais;ʒy.ɡy.lɛ
jugulait;ʒy.ɡy.lɛ
jugulant;ʒy.ɡy.lɑ̃
jugulas;ʒy.ɡy.la
jugulasse;ʒy.ɡy.las
jugulassent;ʒy.ɡy.las
jugulasses;ʒy.ɡy.las
jugulassiez;ʒy.ɡy.la.sje
jugulassions;ʒy.ɡy.la.sjɔ̃
jugule;ʒy.ɡyl
jugulent;ʒy.ɡyl
juguler;ʒy.ɡy.le
jugulera;ʒy.ɡy.lə.ʁa
jugulerai;ʒy.ɡy.lə.ʁe
juguleraient;ʒy.ɡy.lə.ʁɛ
jugulerais;ʒy.ɡy.lə.ʁɛ
jugulerait;ʒy.ɡy.lə.ʁɛ
juguleras;ʒy.ɡy.lə.ʁa
jugulerez;ʒy.ɡy.lə.ʁe
juguleriez;ʒy.ɡy.lə.ʁje
jugulerions;ʒy.ɡy.lə.ʁjɔ̃
jugulerons;ʒy.ɡy.lə.ʁɔ̃
juguleront;ʒy.ɡy.lə.ʁɔ̃
jugules;ʒy.ɡyl
jugulez;ʒy.ɡy.le
jugulibranche;ʒy.ɡy.li.bʁɑ̃ʃ
juguliez;ʒy.ɡy.lje
jugulions;ʒy.ɡy.ljɔ̃
jugulons;ʒy.ɡy.lɔ̃
jugum;ʒy.ʒɛʁ
juhu;dœd.dʒɔ.naʒ
juicing;dep.ʁi.ve
juif;ʒɥif
juifs;ʒɥif
juigosa;jɔ.ik
juigosat;jɔ.ik
juigosii;jɔ.ik
juigosiid;jɔ.ik
juigosiidda;jɔ.ik
juigosiiguin;jɔ.ik
juigosiin;jɔ.ik
juigosis;jɔ.ik
juillet;ʒɥi.jɛ
juilletiste;ʒɥi.jɛ.tist
juillets;ʒɥi.jɛ
juillettiste;ʒɥi.jɛ.tist
juillettistes;ʒɔ.ze.fist
juin;ʒɥɛ̃
juis;dʒa.me
juistheid;jɔl
juivâmes;ʒɥi.vam
juivât;ʒɥi.va
juivâtes;ʒɥi.vat
juivèrent;ʒɥi.vɛʁ
juivé;ʒɥi.ve
juivée;ʒɥi.ve
juivées;ʒɥi.ve
juivés;ʒɥi.ve
juiva;ʒɥi.va
juivai;ʒɥi.ve
juivaient;ʒɥi.vɛ
juivais;ʒɥi.vɛ
juivait;ʒɥi.vɛ
juivant;ʒɥi.vɑ̃
juivas;ʒɥi.va
juivasse;ʒɥi.vas
juivassent;ʒɥi.vas
juivasses;ʒɥi.vas
juivassiez;ʒɥi.va.sje
juivassions;ʒɥi.va.sjɔ̃
juive;ʒɥiv
juivent;ʒɥiv
juiver;ʒɥi.ve
juivera;ʒɥi.və.ʁa
juiverai;ʒɥi.və.ʁe
juiveraient;ʒɥi.və.ʁɛ
juiverais;ʒɥi.və.ʁɛ
juiverait;ʒɥi.və.ʁɛ
juiveras;ʒɥi.və.ʁa
juiverez;ʒɥi.və.ʁe
juiverie;ʒɥi.vʁi
juiveries;ʒɥiv.ʁi
juiveriez;ʒɥi.və.ʁje
juiverions;ʒɥi.və.ʁjɔ̃
juiverons;ʒɥi.və.ʁɔ̃
juiveront;ʒɥi.və.ʁɔ̃
juives;ʒɥiv
juivez;ʒɥi.ve
juiviez;ʒɥi.vje
juivions;ʒɥi.vjɔ̃
juivons;ʒɥi.vɔ̃
juiz;ʒak.ta
jujube;ʒy.ʒyb
jujubes;ʒy.ʒyb
jujubier;ʒy.ʒy.bje
jujubiers;ʒy.ʒy.bje
jujubo;ʒɔ.lja
juk;jɔl
jukanta;ʒy.ky
jukata;ʒy.ky
jukbeen;dø.ʃist
jukebox;dʒuk.bɔks
juking;de.za.bu.tə.ʁɔ̃
